Image Name,Chi-Squared Distance
image_1208.jpg,84001.04
image_0271.jpg,84063.75
image_1222.jpg,84977.85
image_0671.jpg,85131.67
image_1001.jpg,85143.09
image_0451.jpg,85347.73
image_1048.jpg,85427.66
image_0044.jpg,85735.86
image_1312.jpg,86204.05
image_1245.jpg,86598.48
image_1214.jpg,86630.33
image_0636.jpg,86661.98
image_0364.jpg,90326.82
image_0745.jpg,90358.9
image_0833.jpg,90819.19
image_0860.jpg,90861.05
image_0970.jpg,91503.12
image_0492.jpg,91964.73
image_0493.jpg,92135.8
image_1341.jpg,92250.3
image_0985.jpg,92914.68
image_0304.jpg,93782.57
image_0390.jpg,94007.54
image_0091.jpg,94081.71
image_1294.jpg,94311.68
image_0217.jpg,94413.63
image_0122.jpg,94958.46
image_0693.jpg,95626.82
image_0425.jpg,95890.35
image_0917.jpg,97680.27
image_0735.jpg,97808.38
image_0098.jpg,99431.7
image_0348.jpg,99891.52
image_0415.jpg,100226.0
image_0343.jpg,100364.97
image_1030.jpg,100550.4
image_1279.jpg,100587.29
image_1211.jpg,101339.05
image_0759.jpg,101528.92
image_1345.jpg,102184.11
image_0305.jpg,102455.68
image_0272.jpg,102700.73
image_0732.jpg,102971.47
image_0456.jpg,103834.36
image_0444.jpg,103999.8
image_0438.jpg,104386.59
image_0413.jpg,104594.34
image_0899.jpg,104731.87
image_1125.jpg,104999.09
image_1295.jpg,105013.56
image_1185.jpg,105070.55
image_0836.jpg,105106.28
image_0862.jpg,105106.31
image_0138.jpg,105256.14
image_1266.jpg,105419.03
image_0221.jpg,105478.25
image_0302.jpg,105929.25
image_1187.jpg,106176.49
image_0687.jpg,106273.36
image_0123.jpg,106425.49
image_0050.jpg,106751.07
image_0913.jpg,107167.0
image_0250.jpg,107506.91
image_1136.jpg,107780.32
image_0278.jpg,107981.55
image_0186.jpg,108040.9
image_1043.jpg,109260.94
image_1068.jpg,109769.52
image_0378.jpg,110075.91
image_1291.jpg,110564.75
image_0106.jpg,111602.42
image_0653.jpg,111889.79
image_0555.jpg,112086.66
image_0819.jpg,112475.91
image_0380.jpg,113091.01
image_1218.jpg,113206.49
image_0288.jpg,113399.22
image_1318.jpg,114801.57
image_0426.jpg,117183.42
image_1094.jpg,117650.7
image_0476.jpg,117955.06
image_0405.jpg,118418.73
image_0108.jpg,118472.36
image_0003.jpg,118852.13
image_0851.jpg,119006.57
image_1320.jpg,119213.55
image_0651.jpg,119223.47
image_0232.jpg,120877.4
image_1132.jpg,121441.82
image_0256.jpg,121559.3
image_0878.jpg,122165.26
image_1262.jpg,122246.32
image_0682.jpg,122597.83
image_0522.jpg,122796.39
image_0440.jpg,123224.13
image_0972.jpg,123235.71
image_0704.jpg,123591.2
image_0762.jpg,123849.46
image_1117.jpg,123969.62
image_1220.jpg,124100.8
image_0441.jpg,124831.45
image_0573.jpg,126354.21
image_0780.jpg,126514.91
image_0339.jpg,128603.14
image_1092.jpg,129079.23
image_0911.jpg,129449.3
image_1290.jpg,129572.74
